"ht_id","gr_no","formclass_id","dating_from","dating_to"
"48295","G0280.050","1083","19. Dynastie","20. Dynastie"
"48296","G0280.050","1083","19. Dynastie","20. Dynastie"
"48297","G0280.050","1083","19. Dynastie","20. Dynastie"
"48317","G0280.050","1083","19. Dynastie","20. Dynastie"
"48333","G0280.050","1083","19. Dynastie","20. Dynastie"
"48368","G0280.050","1083","19. Dynastie","20. Dynastie"
"48420","G0280.100","1084","19. Dynastie","20. Dynastie"
"48500","G0280.050","1083","19. Dynastie","20. Dynastie"
"48535","G0280.050","1083","19. Dynastie","20. Dynastie"
"48536","G0280.050","1083","19. Dynastie","20. Dynastie"
"48561","G0280.050","1083","19. Dynastie","20. Dynastie"
"48596","G0280.050","1083","19. Dynastie","20. Dynastie"
"48597","G0280.100","1084","19. Dynastie","20. Dynastie"
"48613","G0280.050","1083","19. Dynastie","20. Dynastie"
"48614","G0280.050","1083","19. Dynastie","20. Dynastie"
"48615","G0280.050","1083","19. Dynastie","20. Dynastie"
"48616","G0280.050","1083","19. Dynastie","20. Dynastie"
"48635","G0280.050","1083","19. Dynastie","20. Dynastie"
"48655","G0280.050","1083","19. Dynastie","20. Dynastie"
"48656","G0280.050","1083","19. Dynastie","20. Dynastie"
"48772","G0280.050","1083","19. Dynastie","20. Dynastie"
"48777","G0280.050","1083","19. Dynastie","20. Dynastie"
"48844","G0280.050","1083","19. Dynastie","20. Dynastie"
"48885","G0280.050","1083","19. Dynastie","20. Dynastie"
"48886","G0280.050","1083","19. Dynastie","20. Dynastie"
"48909","G0280.050","1083","19. Dynastie","20. Dynastie"
"48910","G0280.050","1083","19. Dynastie","20. Dynastie"
"48940","G0280.050","1083","19. Dynastie","20. Dynastie"
"48957","G0280.050","1083","19. Dynastie","20. Dynastie"
"49001","G0280.050","1083","19. Dynastie","20. Dynastie"
"49031","G0280.050","1083","19. Dynastie","20. Dynastie"
"49032","G0280.050","1083","19. Dynastie","20. Dynastie"
"49141","G0280.050","1083","18. Dynastie","18. Dynastie"
"49142","G0280.050","1083","18. Dynastie","18. Dynastie"
"49183","G0280.050","1083","18. Dynastie","18. Dynastie"
"49184","G0280.050","1083","18. Dynastie","18. Dynastie"
"49232","G0280.050","1083","18. Dynastie","20. Dynastie"
"49248","G0280.050","1083","Hatschepsut Maatkare","Thutmosis III. Mencheperre (Gesamtzeitraum)"
"49249","G0280.050","1083","Hatschepsut Maatkare","Thutmosis III. Mencheperre (Gesamtzeitraum)"
"49288","G0280.050","1083","19. Dynastie","20. Dynastie"
"49409","G0280.050","1083","19. Dynastie","20. Dynastie"
"49428","G0280.050","1083","19. Dynastie","20. Dynastie"
"49479","G0280.050","1083","19. Dynastie","20. Dynastie"
"49480","G0280.050","1083","19. Dynastie","20. Dynastie"
"49610","G0280.050","1083","19. Dynastie","20. Dynastie"
"49667","G0280.050","1083","19. Dynastie","20. Dynastie"
"49705","G0280.075","1229","6. Dynastie","6. Dynastie"
"49782","G0280.100","1084","Ptolemaios VI. Philometor","Ptolemaios IX. Soter II. (1. Regierungszeit in Ägypten)"
"49783","G0280.100","1084","Ptolemaios VI. Philometor","Ptolemaios IX. Soter II. (1. Regierungszeit in Ägypten)"
"49858","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"49859","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"49860","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"49861","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"49862","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"49863","G0280.050","1083","Sesostris I. Cheperkare","Sesostris I. Cheperkare"
"49891","G0280.050","1083","19. Dynastie","20. Dynastie"
"49967","G0280.050","1083","19. Dynastie","20. Dynastie"
"49968","G0280.050","1083","19. Dynastie","20. Dynastie"
"50090","G0280.100","1084","20. Dynastie","20. Dynastie"
"50091","G0280.100","1084","20. Dynastie","20. Dynastie"
"50092","G0280.100","1084","20. Dynastie","20. Dynastie"
"50130","G0280.100","1084","20. Dynastie","20. Dynastie"
"50131","G0280.100","1084","20. Dynastie","20. Dynastie"
"50146","G0280.100","1084","20. Dynastie","20. Dynastie"
"50147","G0280.100","1084","20. Dynastie","20. Dynastie"
"50207","G0280.050","1083","19. Dynastie","20. Dynastie"
"50208","G0280.050","1083","19. Dynastie","20. Dynastie"
"50209","G0280.050","1083","19. Dynastie","20. Dynastie"
"50210","G0280.050","1083","19. Dynastie","20. Dynastie"
"50289","G0280.100","1084","20. Dynastie","20. Dynastie"
"50361","G0280.050","1083","19. Dynastie","20. Dynastie"
"50362","G0280.050","1083","19. Dynastie","20. Dynastie"
"50363","G0280.050","1083","19. Dynastie","20. Dynastie"
"50364","G0280.050","1083","19. Dynastie","20. Dynastie"
"50365","G0280.050","1083","19. Dynastie","20. Dynastie"
"50366","G0280.050","1083","19. Dynastie","20. Dynastie"
"50367","G0280.050","1083","19. Dynastie","20. Dynastie"
"50471","G0280.100","1084","Sethos II. Usercheperure","Sethos II. Usercheperure"
"50517","G0280.050","1083","19. Dynastie","20. Dynastie"
"50549","G0280.050","1083","19. Dynastie","20. Dynastie"
"50616","G0280.100","1084","20. Dynastie","20. Dynastie"
"50617","G0280.100","1084","20. Dynastie","20. Dynastie"
"50645","G0280.050","1083","19. Dynastie","20. Dynastie"
"50646","G0280.050","1083","19. Dynastie","20. Dynastie"
"50732","G0280.050","1083","19. Dynastie","20. Dynastie"
"50733","G0280.050","1083","19. Dynastie","20. Dynastie"
"50805","G0280.100","1084","19. Dynastie","20. Dynastie"
"50837","G0280.050","1083","19. Dynastie","20. Dynastie"
"50850","G0280.050","1083","19. Dynastie","20. Dynastie"
"50864","G0280.050","1083","19. Dynastie","20. Dynastie"
"50875","G0280.050","1083","19. Dynastie","20. Dynastie"
"50902","G0280.050","1083","19. Dynastie","20. Dynastie"
"50927","G0280.050","1083","19. Dynastie","20. Dynastie"
"50973","G0280.050","1083","19. Dynastie","20. Dynastie"
"50974","G0280.050","1083","19. Dynastie","20. Dynastie"
"50985","G0280.100","1084","20. Dynastie","20. Dynastie"
"51076","G0280.050","1083","15. Dynastie","17. Dynastie"
"51077","G0280.050","1083","15. Dynastie","17. Dynastie"
"51078","G0280.050","1083","15. Dynastie","17. Dynastie"
"51079","G0280.050","1083","15. Dynastie","17. Dynastie"
"51193","G0280.050","1083","15. Dynastie","17. Dynastie"
"51194","G0280.050","1083","15. Dynastie","17. Dynastie"
"51195","G0280.050","1083","15. Dynastie","17. Dynastie"
"51196","G0280.050","1083","15. Dynastie","17. Dynastie"
"51286","G0280.050","1083","15. Dynastie","17. Dynastie"
"51371","G0280.050","1083","18. Dynastie","18. Dynastie"
"51372","G0280.050","1083","18. Dynastie","18. Dynastie"
"51373","G0280.050","1083","18. Dynastie","18. Dynastie"
"51374","G0280.050","1083","18. Dynastie","18. Dynastie"
"51375","G0280.050","1083","18. Dynastie","18. Dynastie"
"51376","G0280.050","1083","18. Dynastie","18. Dynastie"
"51377","G0280.050","1083","18. Dynastie","18. Dynastie"
"51378","G0280.050","1083","18. Dynastie","18. Dynastie"
"51674","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51675","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51676","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51677","G0280.150","1085","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51678","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51679","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51680","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51681","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51682","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51683","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51684","G0280.100","1084","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51685","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51686","G0280.050","1083","Ramses III. Usermaatre-Meriamun","Ramses III. Usermaatre-Meriamun"
"51990","G0280.100","1084","20. Dynastie","20. Dynastie"
"52013","G0280.100","1084","Amenhotep IV. / Echnaton Nefercheperure","Amenhotep IV. / Echnaton Nefercheperure"
"52047","G0280.050","1083","Amenhotep III. Nebmaatre","Amenhotep III. Nebmaatre"
"52066","G0280.050","1083","19. Dynastie","20. Dynastie"
"52067","G0280.050","1083","19. Dynastie","20. Dynastie"
"52140","G0280.050","1083","19. Dynastie","20. Dynastie"
"52174","G0280.050","1083","19. Dynastie","20. Dynastie"
